fid,id,o,d,value,timestamp,day_type,mode
166941,1794489,4,1001262,0.47223997,690,weekday,c
166942,1794499,1001217,1001208,0.51540023,705,weekday,c
166943,1794513,1001262,8,0.46075788,600,weekday,c
166944,1794526,1001266,42374,0.036080543,1005,weekday,c
166945,1794530,1001213,1001212,0.027730087,1410,weekday,c
166946,1794541,1001243,1001207,0.005539968,1275,weekday,c
166947,1794542,1001211,60292,0.010217726,0,weekday,c
166948,1794547,1001205,60292,0.010679244,90,weekday,c
166949,1794562,13,1001206,5.060836,660,weekday,c
166950,1794563,1001208,1001207,0.004319074,360,weekday,c
166951,1794571,1001254,1001212,1.7735403,450,weekday,c
166952,1794588,7,1001213,2.8374572,1170,weekday,c
166953,1794599,1001211,10061628,0.022122677,360,weekday,c
166954,1794608,1001204,1001205,0.0053397967,45,weekday,c
166955,1794636,1001241,1001255,0.01063513,1395,weekday,c
166956,1794641,10,1001214,0.42285618,465,weekday,c
166957,1794643,4,3,3.5328285e-05,120,weekday,c
166958,1794652,1001242,12,0.39645666,450,weekday,c
166959,1794665,16,1001205,16.674866,765,weekday,c
166960,1794678,1001266,13,6.7465167,900,weekday,c
166961,1794696,1001208,1001217,0.30846432,540,weekday,c
166962,1794707,3,10,82.4564,540,weekday,c
166963,1794719,1001266,10061628,0.020879157,60,weekday,c
166964,1794734,1001214,60292,0.2474496,585,weekday,c
166965,1794740,1001204,4,0.45880625,195,weekday,c
166966,1794744,4,1001212,1.1084155,315,weekday,c
166967,1794750,1001216,1001267,0.2104461,975,weekday,c
166968,1794828,1001203,16,1.6123905,135,weekday,c
166969,1794852,1001213,1001217,0.7122594,405,weekday,c
166970,1794874,1001205,1001240,0.00036626667,1350,weekday,c
166971,1794875,1001207,1001261,0.023539938,420,weekday,c
166972,1794876,1001218,1001243,0.004289187,120,weekday,c
166973,1794914,1001208,1001203,0.02339224,600,weekday,c
166974,1794931,1001244,16,0.2953664,480,weekday,c
166975,1794937,8,1001207,0.019589763,615,weekday,c
166976,1794991,1,3,38.108036,1320,weekday,c
166977,1795000,4,3,0.0012774708,360,weekday,c
166978,1795015,1001203,1001243,0.033584494,1380,weekday,c
166979,1795018,7,1001218,0.144773,120,weekday,c
166980,1795022,1001256,1001212,1.7975504,750,weekday,c
166981,1795042,1001261,5,0.033184197,1110,weekday,c
166982,1795045,15,1001202,1.3863715,105,weekday,c
166983,1795062,1001256,1001206,0.3898227,1095,weekday,c
166984,1795063,1001207,1001254,0.06066132,435,weekday,c
166985,1795065,1001244,1001254,0.0018965809,1320,weekday,c
166986,1795087,12,1001266,3.9929638,1125,weekday,c
166987,1795091,1001203,1001213,0.045588102,225,weekday,c
166988,1795097,1001204,3,7.696994,300,weekday,c
166989,1795110,60232,46751,0.2060281,810,weekday,c
166990,1795114,6,4,0.09605863,315,weekday,c
166991,1795117,1001239,13,2.0440893,1170,weekday,c
166992,1795138,14,1001240,0.012578749,465,weekday,c
166993,1795149,4,1001217,6.6047034,615,weekday,c
166994,1795156,8,1001203,0.012177703,1320,weekday,c
166995,1795162,1001255,2,2.9937258,405,weekday,c
166996,1795170,1001214,46751,0.036093093,165,weekday,c
166997,1795175,1001243,1001203,0.7191257,585,weekday,c
166998,1795197,1001261,1001255,0.10695375,705,weekday,c
166999,1795198,1001203,1001202,0.35188097,525,weekday,c
167000,1795209,60232,15,0.036645196,1245,weekday,c
167001,1795219,1001266,4,3.0653424,255,weekday,c
167002,1795231,1001256,42374,0.0009868329,120,weekday,c
167003,1795234,8,1001205,0.18168198,675,weekday,c
167004,1795238,1001240,1001213,0.0080800345,1185,weekday,c
167005,1795250,1001206,1001242,0.07762678,555,weekday,c
167006,1795257,1001205,1,17.499752,765,weekday,c
167007,1795291,1001244,1001216,0.054875545,900,weekday,c
167008,1795299,14,1001205,0.58901334,1125,weekday,c
167009,1795300,1001217,1001214,0.56942487,510,weekday,c
167010,1795301,3,1001239,0.021042293,195,weekday,c
167011,1795304,13,5,0.0020045629,1290,weekday,c
167012,1795315,1001242,1001206,0.0019013489,105,weekday,c
167013,1795336,1001203,6,18.428606,540,weekday,c
167014,1795355,3,1001212,0.0745504,1395,weekday,c
167015,1795356,1001212,1001244,0.0023420344,1410,weekday,c
167016,1795358,60292,1001244,0.0085652135,1215,weekday,c
167017,1795365,1001218,1001255,0.010226573,1350,weekday,c
167018,1795372,46751,1001216,0.117438994,1335,weekday,c
167019,1795380,1001253,1001218,0.002572379,15,weekday,c
167020,1795386,1001243,3,0.10957384,270,weekday,c
167021,1795389,1001205,1001204,0.03257726,195,weekday,c
167022,1795416,1001242,2,0.064842045,1335,weekday,c
167023,1795481,1001211,42374,0.00012469773,15,weekday,c
167024,1795482,1001217,10061628,0.008931545,210,weekday,c
167025,1795517,42374,1001242,0.003316738,510,weekday,c
167026,1795535,16,1001244,0.07762976,495,weekday,c
167027,1795537,1001216,12,1.0065249,1290,weekday,c
167028,1795565,1001253,4,32.21621,450,weekday,c
167029,1795566,1001267,1001254,0.0028495705,150,weekday,c
167030,1795609,7,1001241,0.45273504,1320,weekday,c
167031,1795612,1001212,1001267,0.14469473,885,weekday,c
167032,1795627,1001243,1001208,0.0035534336,1395,weekday,c
167033,1795635,8,1001213,0.1501511,525,weekday,c
167034,1795643,1001256,10,1.1765646,660,weekday,c
167035,1795646,1001241,1001255,0.098278105,420,weekday,c
167036,1795669,1001267,1001255,0.08085543,1155,weekday,c
167037,1795674,60292,1001254,0.051798504,1350,weekday,c
167038,1795683,12,1001214,0.03592449,1410,weekday,c
167039,1795723,1001216,1001217,4.1429996,1020,weekday,c
167040,1795732,13,1001203,1.37582,1155,weekday,c
167041,1795761,12,5,0.0006680524,1230,weekday,c
167042,1795770,1,1001213,7.518624,915,weekday,c
167043,1795794,1001256,2,1.9578668,1005,weekday,c
167044,1795800,1001253,3,11.587048,510,weekday,c
167045,1795813,1001214,1001211,0.12050575,1230,weekday,c
167046,1795816,1001266,1001242,0.25654513,750,weekday,c
167047,1795827,60232,1001206,0.9947767,660,weekday,c
167048,1795829,1001267,1001216,0.017170962,210,weekday,c
167049,1795844,16,5,0.04368929,1230,weekday,c
167050,1795863,1001241,1001206,0.03763976,210,weekday,c
167051,1795879,8,1001218,0.39712647,510,weekday,c
167052,1795894,1001214,1001261,0.0020269563,135,weekday,c
167053,1795899,1001262,1001217,1.8096526,495,weekday,c
167054,1795924,1001213,1001256,0.06274957,1305,weekday,c
167055,1795944,1001204,10,1.6299717,1140,weekday,c
167056,1795955,1001208,1001253,0.6451844,1110,weekday,c
167057,1795958,12,1001244,0.06819734,660,weekday,c
167058,1795963,1001256,1001211,0.08412175,165,weekday,c
167059,1795965,1001204,15,7.926455,270,weekday,c
167060,1795971,46751,1001212,6.348274,675,weekday,c
167061,1795974,46751,1001206,4.0350575,525,weekday,c
167062,1795988,1001243,1001202,0.5030207,870,weekday,c
167063,1795996,1001203,1001255,0.15061831,315,weekday,c
167064,1796001,1001204,1001266,6.3459516,1065,weekday,c
167065,1796024,1001214,1001239,0.01057641,750,weekday,c
167066,1796045,1001216,1001242,0.005187348,105,weekday,c
167067,1796047,1001202,1001213,0.986612,1110,weekday,c
167068,1796049,1001256,1001267,0.004744287,210,weekday,c
167069,1796069,42374,1001214,0.015100074,705,weekday,c
167070,1796070,2,1001218,0.008668918,105,weekday,c
167071,1796073,2,1001206,5.4451666,1065,weekday,c
167072,1796080,1001206,13,0.9736368,315,weekday,c
167073,1796084,4,1001206,7.464528,615,weekday,c
167074,1796103,1001208,42374,0.00018876289,1320,weekday,c
167075,1796107,15,1001211,70.03338,705,weekday,c
167076,1796108,1001204,5,0.0013237975,1170,weekday,c
167077,1796140,1001218,1001207,0.0066867215,240,weekday,c
167078,1796143,1001267,1001255,0.060494043,1185,weekday,c
167079,1796150,1001253,3,0.05950566,15,weekday,c
167080,1796153,1001202,13,0.28211078,210,weekday,c
167081,1796155,1001261,1001255,0.09118465,1200,weekday,c
167082,1796156,1001202,8,0.005178786,1395,weekday,c
167083,1796167,1001266,1001255,0.23752017,420,weekday,c
167084,1796169,1001218,1001211,0.09561406,1305,weekday,c
167085,1796173,7,1001204,21.480484,1110,weekday,c
167086,1796175,1001218,1001216,1.4051088,945,weekday,c
167087,1796181,1001206,1001242,0.039515212,1260,weekday,c
167088,1796185,1001213,2,27.765785,1035,weekday,c
167089,1796194,60232,1001211,2.8313928,1215,weekday,c
167090,1796195,1001244,1001214,0.00297736,750,weekday,c
167091,1796198,1001253,5,0.23187298,885,weekday,c
167092,1796199,1001240,8,0.00031308495,555,weekday,c
167093,1796252,3,1001267,6.348739,465,weekday,c
167094,1796280,3,1001207,0.022828434,165,weekday,c
167095,1796281,11,1001205,12.281646,480,weekday,c
167096,1796282,12,7,4.9071302,855,weekday,c
167097,1796290,1001240,1001241,0.00018873838,720,weekday,c
167098,1796295,1001218,60232,8.231949,765,weekday,c
167099,1796297,6,1001214,0.45755807,1245,weekday,c
167100,1796312,1001242,10,0.07247467,1245,weekday,c
167101,1796330,1001261,3,0.09524472,1335,weekday,c
167102,1796343,60232,1001213,0.069466144,1305,weekday,c
167103,1796345,1001242,1001261,0.0002574708,45,weekday,c
167104,1796348,1001254,1001213,0.038568158,1335,weekday,c
167105,1796355,1001243,1001213,0.05619534,345,weekday,c
167106,1796359,1001214,10,1.2391542,480,weekday,c
167107,1796362,1001239,2,0.32350674,825,weekday,c
167108,1796384,1001240,1001207,0.0016783307,645,weekday,c
167109,1796395,1001254,1001244,0.03997008,1080,weekday,c
167110,1796441,1001213,1001211,0.872546,870,weekday,c
167111,1796442,15,1001261,7.7016625,600,weekday,c
167112,1796446,1001267,1001242,0.0007640947,240,weekday,c
167113,1796461,1001254,1001204,1.7505112,390,weekday,c
167114,1796462,7,1001211,133.43805,450,weekday,c
167115,1796498,1001216,60292,2.0297282,435,weekday,c
167116,1796534,12,42374,0.0045887996,780,weekday,c
167117,1796543,1001262,1001240,0.024530785,435,weekday,c
167118,1796546,6,4,0.021219745,225,weekday,c
167119,1796575,1001239,1001241,0.0009230351,345,weekday,c
167120,1796578,1001204,1001266,3.6600618,1155,weekday,c
167121,1796587,7,1001202,31.28229,855,weekday,c
167122,1796593,4,1001218,6.165533,1110,weekday,c
167123,1796619,1001241,1001212,0.05532516,1380,weekday,c
167124,1796623,1001203,1001212,1.880061,585,weekday,c
167125,1796668,1001206,10061628,0.38523096,645,weekday,c
167126,1796684,13,1001211,0.50824493,1275,weekday,c
167127,1796686,1001267,1001243,0.0075471727,390,weekday,c
167128,1796697,1,3,1.8187499,15,weekday,c
167129,1796707,11,1001205,3.9937341,1005,weekday,c
167130,1796763,11,1001214,0.032377884,330,weekday,c
167131,1796771,1001267,1001239,0.0005061275,780,weekday,c
167132,1796782,46751,1001218,0.066525616,1230,weekday,c
167133,1796797,1001218,12,0.60451263,330,weekday,c
167134,1796803,7,1001261,0.19728677,1410,weekday,c
167135,1796804,3,1001267,0.87442786,285,weekday,c
167136,1796805,8,1001208,0.0007376759,1185,weekday,c
167137,1796829,1001266,15,7.454121,285,weekday,c
167138,1796843,60232,1001208,0.031646293,765,weekday,c
167139,1796845,11,1001213,0.02316571,915,weekday,c
167140,1796878,7,12,2.5423822,855,weekday,c
167141,1796879,1001243,5,0.016578395,150,weekday,c
167142,1796889,7,60292,1.6402798,1260,weekday,c
167143,1796905,16,12,0.16806373,0,weekday,c
167144,1796907,1001256,8,0.13245049,1215,weekday,c
167145,1796909,15,1001207,0.49369013,270,weekday,c
167146,1796937,1001211,10,9.7936735,1110,weekday,c
167147,1796945,1001202,1001266,0.8263085,375,weekday,c
167148,1796949,4,1001205,0.43012315,1380,weekday,c
167149,1796974,1001241,1001211,0.1895618,1275,weekday,c
167150,1796977,7,1001266,7.8710093,255,weekday,c
167151,1796990,7,10,0.3220206,1185,weekday,c
167152,1797014,1001205,1001242,0.0011898603,75,weekday,c
167153,1797017,1001240,1001243,0.0020409932,345,weekday,c
167154,1797032,1001216,1001217,4.752551,915,weekday,c
167155,1797052,1001254,6,0.995969,585,weekday,c
167156,1797053,46751,1001218,0.10219661,690,weekday,c
167157,1797065,1001202,1001256,1.8238233,1185,weekday,c
167158,1797073,1001214,1001255,0.052414738,450,weekday,c
167159,1797075,2,1001262,1.108456,480,weekday,c
167160,1797109,7,6,13.515445,165,weekday,c
167161,1797113,1001241,1001254,0.22899443,345,weekday,c
167162,1797132,1001267,1001239,0.0010346251,1005,weekday,c
167163,1797151,1001254,1001253,0.8286502,705,weekday,c
167164,1797175,1001217,1001241,0.11432168,210,weekday,c
167165,1797187,10,1,19.119347,525,weekday,c
167166,1797211,1001216,1001244,0.010236849,315,weekday,c
167167,1797214,1001206,1001218,1.1583482,1110,weekday,c
167168,1797215,60292,1001243,0.3650379,510,weekday,c
167169,1797217,1001267,1001241,0.00026658864,0,weekday,c
167170,1797226,1001204,1001211,1.8085953,1140,weekday,c
167171,1797244,1001216,60292,2.148863,570,weekday,c
167172,1797249,1001206,3,1.1427759,1335,weekday,c
167173,1797253,1001243,1001218,0.2198467,765,weekday,c
167174,1797270,1001208,1001261,0.06672374,585,weekday,c
167175,1797272,1001261,1001243,0.12774396,825,weekday,c
167176,1797276,1001208,1001262,0.35532102,1110,weekday,c
167177,1797284,10,1001262,0.0032665676,0,weekday,c
167178,1797335,6,60232,118.51187,600,weekday,c
167179,1797351,3,1001253,9.65767,690,weekday,c
167180,1797390,1001262,13,0.031221204,135,weekday,c
167181,1797392,1001212,3,0.933765,480,weekday,c
167182,1797394,6,8,75.11632,840,weekday,c
167183,1797399,60232,1001212,2.695919,435,weekday,c
167184,1797414,3,1001253,16.491558,975,weekday,c
167185,1797424,1001266,1001256,0.9654643,465,weekday,c
167186,1797451,1001207,1001206,0.0017342542,1410,weekday,c
167187,1797479,1,1001208,2.7702227,720,weekday,c
167188,1797482,6,1001243,0.4371513,285,weekday,c
167189,1797490,1001206,1001267,0.040208984,495,weekday,c
167190,1797507,1001203,2,22.349802,855,weekday,c
167191,1797513,13,42374,0.17689346,885,weekday,c
167192,1797514,1001202,1001267,0.039166108,495,weekday,c
167193,1797519,3,1001244,0.31995532,540,weekday,c
167194,1797536,1001212,1001211,0.1406242,1395,weekday,c
167195,1797555,1001241,13,21.698908,825,weekday,c
167196,1797563,1001243,1001256,0.23623037,525,weekday,c
167197,1797564,15,1001261,2.3124475,1230,weekday,c
167198,1797583,13,14,360.49854,930,weekday,c
167199,1797600,1001241,1001205,0.08442031,1260,weekday,c
167200,1797607,4,1001211,5.6125026,1245,weekday,c
167201,1797645,1001261,1001255,0.26904884,1035,weekday,c
167202,1797651,1001217,1001242,0.0037064513,75,weekday,c
167203,1797661,1001262,1001253,0.2277514,825,weekday,c
167204,1797663,1001217,1001267,0.13436818,735,weekday,c
167205,1797675,16,10061628,0.84239537,165,weekday,c
167206,1797689,1001217,1001216,3.8081176,615,weekday,c
167207,1797694,60292,1001262,0.4977582,1050,weekday,c
167208,1797713,1001240,1001213,0.010797567,1155,weekday,c
167209,1797716,42374,1001253,0.11510396,960,weekday,c
167210,1797719,42374,1001206,0.012931832,705,weekday,c
167211,1797721,1001253,1001255,0.081340544,1245,weekday,c
167212,1797724,11,1001202,17.135818,735,weekday,c
167213,1797734,1001266,46751,1.6548342,1275,weekday,c
167214,1797739,1001254,1001261,0.00432501,105,weekday,c
167215,1797746,1001243,1001254,0.27723888,540,weekday,c
167216,1797764,13,1001261,0.6761343,1230,weekday,c
167217,1797786,1001255,1001204,0.59911877,1065,weekday,c
167218,1797791,1,1001243,0.068039216,30,weekday,c
167219,1797799,1001256,42374,0.058194313,600,weekday,c
167220,1797802,1001254,1001218,0.47573113,675,weekday,c
167221,1797803,12,1001204,0.1837832,90,weekday,c
167222,1797814,1001217,2,1.471591,405,weekday,c
167223,1797824,8,1001253,0.6276503,660,weekday,c
167224,1797855,1001211,13,4.3820806,1110,weekday,c
167225,1797863,1001202,1001218,0.08123015,1365,weekday,c
167226,1797871,1001243,1001242,0.03383298,705,weekday,c
167227,1797879,1001212,1001254,0.19164987,270,weekday,c
167228,1797902,1001218,46751,0.010166831,1305,weekday,c
167229,1797915,1001266,1001253,0.25736013,1335,weekday,c
167230,1797923,1001214,10,0.71017987,690,weekday,c
167231,1797955,1001243,1001254,0.137347,1200,weekday,c
167232,1797966,1001213,1001261,0.09414025,465,weekday,c
167233,1797991,1001267,1001242,0.0006574476,1380,weekday,c
167234,1797997,8,1001255,0.2382021,555,weekday,c
167235,1797999,1001253,1001261,0.09525428,1185,weekday,c
167236,1798010,1001207,8,0.026372647,660,weekday,c
167237,1798017,1001211,1001262,3.2491152,960,weekday,c
167238,1798021,1001253,1001266,0.045975797,120,weekday,c
167239,1798028,42374,1001213,0.0126748895,1155,weekday,c
167240,1798049,1001266,1001205,0.28692338,330,weekday,c
167241,1798052,2,1001254,6.371741,780,weekday,c
167242,1798064,15,1001261,0.1070125,90,weekday,c
167243,1798076,1001266,1001243,0.87249494,900,weekday,c
167244,1798082,15,1001253,0.09741638,15,weekday,c
167245,1798096,1001267,5,1.5660537,720,weekday,c
167246,1798103,1001202,1001261,1.2448044,1095,weekday,c
167247,1798108,14,5,0.081243865,510,weekday,c
167248,1798110,1001239,13,0.049898155,150,weekday,c
167249,1798111,8,1001211,0.12616886,1245,weekday,c
167250,1798131,16,1001212,10.430765,1215,weekday,c
167251,1798147,12,1001218,0.35637513,345,weekday,c
167252,1798148,1001212,1001241,0.98371536,465,weekday,c
167253,1798157,13,16,10.965474,165,weekday,c
167254,1798162,60292,42374,0.007819815,1200,weekday,c
167255,1798183,1001262,10,0.14896128,285,weekday,c
167256,1798194,1001218,1001266,0.280706,1200,weekday,c
167257,1798214,3,1001266,9.595581,1110,weekday,c
167258,1798232,1001212,1001204,0.18727854,195,weekday,c
167259,1798252,1001240,1001212,0.030126164,645,weekday,c
167260,1798258,1001204,42374,0.047009982,420,weekday,c
167261,1798267,13,1001240,0.1494199,1005,weekday,c
167262,1798270,15,1001256,8.67736,405,weekday,c
167263,1798277,42374,1001254,0.0014976845,165,weekday,c
167264,1798278,46751,42374,0.050166477,450,weekday,c
167265,1798283,1001261,42374,0.012417984,930,weekday,c
167266,1798291,1001217,1001205,0.01953945,120,weekday,c
167267,1798305,1001211,4,36.636612,1080,weekday,c
167268,1798323,1001240,6,0.09523644,1200,weekday,c
167269,1798341,1001217,1001208,0.50896174,780,weekday,c
167270,1798370,1001213,1001255,0.24380246,1125,weekday,c
167271,1798371,1001204,1001208,0.014315985,1380,weekday,c
167272,1798374,60232,1001254,0.51086277,270,weekday,c
167273,1798401,10,1001242,0.35348633,945,weekday,c
167274,1798404,1001241,1001243,0.14223343,390,weekday,c
167275,1798405,1001211,1001267,0.055049278,840,weekday,c
167276,1798440,1001211,1001212,0.57542425,1320,weekday,c
167277,1798444,2,1001255,4.8551965,885,weekday,c
167278,1798450,10,13,0.20641148,90,weekday,c
167279,1798464,13,1001255,2.18524,780,weekday,c
167280,1798469,8,13,0.42739442,435,weekday,c
167281,1798488,60232,1001255,0.8895245,915,weekday,c
167282,1798495,60232,1001217,1.1955495,285,weekday,c
167283,1798498,1001204,1001208,0.0016537817,0,weekday,c
167284,1798528,1001243,1001261,0.10812483,765,weekday,c
167285,1798542,1001207,1001218,0.0809114,810,weekday,c
167286,1798546,1001211,1001204,0.07166221,150,weekday,c
167287,1798550,1001261,46751,1.1288352,1155,weekday,c
167288,1798551,1001214,1001204,0.4478923,330,weekday,c
167289,1798569,1001254,1001240,0.00090094644,165,weekday,c
167290,1798575,1001218,1001205,0.7893191,450,weekday,c
167291,1798587,1001241,1001255,0.2005013,690,weekday,c
167292,1798588,1001212,1001253,0.38354033,1305,weekday,c
