fid,id,o,d,value,timestamp,day_type,mode
166441,1788910,1001243,1001214,0.064765185,525,weekday,c
166442,1788915,1001214,16,2.974363,765,weekday,c
166443,1788918,1001202,42374,0.0067664734,345,weekday,c
166444,1788920,1001208,1001211,0.10446163,705,weekday,c
166445,1788926,1001212,8,0.009965614,60,weekday,c
166446,1788934,1001204,10,2.760369,990,weekday,c
166447,1788962,60292,46751,0.24283524,675,weekday,c
166448,1788968,1001208,1001239,0.00077651197,555,weekday,c
166449,1788985,1001213,1001240,0.011527394,570,weekday,c
166450,1788994,1001204,2,0.61255634,1365,weekday,c
166451,1788998,1001243,2,3.7993398,465,weekday,c
166452,1789016,5,4,177.97023,675,weekday,c
166453,1789084,1001266,1001208,0.06928077,1215,weekday,c
166454,1789123,1001202,1001205,0.1503011,360,weekday,c
166455,1789130,1001214,1001207,0.0018628117,1365,weekday,c
166456,1789131,1001217,1001212,4.3102446,765,weekday,c
166457,1789138,1001242,16,2.1876233,825,weekday,c
166458,1789154,12,7,0.516966,345,weekday,c
166459,1789198,60232,1001216,14.119823,975,weekday,c
166460,1789203,11,3,4.482614,960,weekday,c
166461,1789210,3,1001205,0.22301303,120,weekday,c
166462,1789214,1001205,1001216,0.1107183,1395,weekday,c
166463,1789216,1001241,60232,0.32634962,885,weekday,c
166464,1789220,1001217,1001261,0.9316484,765,weekday,c
166465,1789223,1001253,1001218,0.41324967,690,weekday,c
166466,1789229,12,1001256,1.9634018,600,weekday,c
166467,1789248,1001202,1001208,0.006674172,210,weekday,c
166468,1789254,1001239,1001242,0.00015782661,210,weekday,c
166469,1789262,1001205,2,0.029424164,60,weekday,c
166470,1789272,1001207,46751,0.3451162,855,weekday,c
166471,1789305,1001218,60292,0.032846842,225,weekday,c
166472,1789315,1001239,1001214,0.00013990578,75,weekday,c
166473,1789317,1001206,1001244,0.020013524,1215,weekday,c
166474,1789321,2,6,5.869302,1065,weekday,c
166475,1789344,1001218,1001207,0.0035798098,1350,weekday,c
166476,1789362,1001256,1001244,0.020902798,945,weekday,c
166477,1789363,14,42374,0.1111251,345,weekday,c
166478,1789374,1001212,60292,1.2228137,465,weekday,c
166479,1789380,1001242,12,0.04253124,255,weekday,c
166480,1789393,1001239,1001244,2.8083528e-05,1380,weekday,c
166481,1789396,1001267,8,0.0008540661,630,weekday,c
166482,1789404,1001204,1001267,0.0019160348,150,weekday,c
166483,1789405,60232,1001261,0.41598,330,weekday,c
166484,1789423,1001202,16,23.68491,435,weekday,c
166485,1789433,8,1001206,0.17386073,675,weekday,c
166486,1789436,1001266,1001204,3.8648994,825,weekday,c
166487,1789457,13,1001203,0.5454166,255,weekday,c
166488,1789486,1001239,6,0.6448205,525,weekday,c
166489,1789491,1001211,1001218,0.02275436,120,weekday,c
166490,1789493,1001213,13,0.07359535,120,weekday,c
166491,1789546,1001212,1001254,0.60377115,360,weekday,c
166492,1789551,7,60232,0.09385972,1260,weekday,c
166493,1789554,1001239,1001212,0.013813132,405,weekday,c
166494,1789566,1001267,1001205,0.009573854,435,weekday,c
166495,1789567,1001255,1001254,0.3059812,810,weekday,c
166496,1789572,1001239,1001253,0.028432969,720,weekday,c
166497,1789604,1001261,1001267,0.038932316,765,weekday,c
166498,1789627,46751,1001254,1.3335787,270,weekday,c
166499,1789629,1001208,16,0.54978275,1425,weekday,c
166500,1789638,1001207,10061628,0.07077879,870,weekday,c
166501,1789639,1001203,12,3.2467177,405,weekday,c
166502,1789644,1001266,10,6.4334373,690,weekday,c
166503,1789651,1,1001261,16.322756,915,weekday,c
166504,1789674,1001253,1001254,0.022422472,135,weekday,c
166505,1789682,1001261,1001208,0.09322066,735,weekday,c
166506,1789698,1001216,1001218,0.81875765,435,weekday,c
166507,1789702,12,46751,0.0519188,1350,weekday,c
166508,1789705,1001211,1001254,0.01746217,45,weekday,c
166509,1789715,1001256,13,0.275802,255,weekday,c
166510,1789717,15,1001213,10.656126,840,weekday,c
166511,1789743,1001242,6,0.08230639,450,weekday,c
166512,1789748,1001206,6,0.93605465,300,weekday,c
166513,1789760,1001242,10,0.28827828,855,weekday,c
166514,1789762,3,1001253,1.2125745,255,weekday,c
166515,1789763,1001212,1,114.77734,1020,weekday,c
166516,1789768,1001208,1001262,0.022762677,300,weekday,c
166517,1789775,6,1001239,0.07673711,1305,weekday,c
166518,1789784,1001254,60232,6.393259,945,weekday,c
166519,1789789,1001253,1001214,0.15176307,555,weekday,c
166520,1789799,1001254,1001203,0.9136526,1035,weekday,c
166521,1789828,1001242,1001244,0.001975055,540,weekday,c
166522,1789838,1001216,60292,0.5260389,1245,weekday,c
166523,1789854,1001267,1001216,0.37608507,1170,weekday,c
166524,1789869,16,1001217,31.419794,720,weekday,c
166525,1789884,1001240,12,1.1467109e-05,1395,weekday,c
166526,1789891,1001214,1001239,0.010495441,375,weekday,c
166527,1789914,1001205,1001253,0.01022981,75,weekday,c
166528,1789915,12,1001214,0.16657531,315,weekday,c
166529,1789917,1001211,1001243,1.3127062,945,weekday,c
166530,1789928,1001267,1001255,0.017557422,420,weekday,c
166531,1789935,4,1001207,0.011899509,0,weekday,c
166532,1789962,1001253,1001255,0.4139455,1035,weekday,c
166533,1789989,3,1001267,2.269814,345,weekday,c
166534,1789992,14,1001204,0.5764996,1380,weekday,c
166535,1790010,1001267,1001208,5.1978066e-05,210,weekday,c
166536,1790019,1001267,1001244,1.8669172e-05,30,weekday,c
166537,1790020,1001211,3,48.188408,750,weekday,c
166538,1790028,1001204,1001205,0.07411445,1320,weekday,c
166539,1790030,1,46751,1.3512126,180,weekday,c
166540,1790033,1001202,1001212,0.09628014,180,weekday,c
166541,1790035,1001202,1001205,0.032327883,240,weekday,c
166542,1790058,1001255,1001217,0.10472933,1305,weekday,c
166543,1790059,60232,16,1.9111657,855,weekday,c
166544,1790068,13,1001266,4.928734,480,weekday,c
166545,1790078,1001261,10061628,0.13570435,1095,weekday,c
166546,1790080,1001218,6,21.376455,765,weekday,c
166547,1790109,1001204,1001214,0.07246766,1365,weekday,c
166548,1790111,1001262,12,0.018533247,90,weekday,c
166549,1790112,1001206,1001208,0.09035278,660,weekday,c
166550,1790121,60232,1001262,0.06191522,225,weekday,c
166551,1790131,10,13,2.4705343,1215,weekday,c
166552,1790149,1001266,3,15.091287,795,weekday,c
166553,1790152,16,5,0.25594556,735,weekday,c
166554,1790155,1,1001213,1.545526,1245,weekday,c
166555,1790160,15,16,7.516214,165,weekday,c
166556,1790161,10,1001207,0.00036718955,1125,weekday,c
166557,1790162,1001266,3,2.2549396,1305,weekday,c
166558,1790183,1001256,1001204,2.3798869,585,weekday,c
166559,1790202,46751,1001202,4.246522,855,weekday,c
166560,1790211,1001212,3,0.5636565,1290,weekday,c
166561,1790223,1001242,10,0.12794666,375,weekday,c
166562,1790224,1001218,1001241,0.09256011,300,weekday,c
166563,1790250,10,6,15.526202,570,weekday,c
166564,1790256,1001254,1001241,0.005573616,60,weekday,c
166565,1790267,1001216,3,0.33957508,45,weekday,c
166566,1790279,1001240,10061628,0.00058591337,285,weekday,c
166567,1790280,1001261,10061628,0.050847422,255,weekday,c
166568,1790290,1001255,5,0.011638642,225,weekday,c
166569,1790291,1001211,1001255,0.44189253,1245,weekday,c
166570,1790298,16,1001255,8.005821,1170,weekday,c
166571,1790299,42374,1001207,0.0012409323,465,weekday,c
166572,1790308,60232,10,0.007879117,420,weekday,c
166573,1790317,1001202,10061628,0.8202772,720,weekday,c
166574,1790318,1001241,1001240,0.00019134904,750,weekday,c
166575,1790319,8,1001214,0.59326905,885,weekday,c
166576,1790320,60292,1001262,0.52821296,975,weekday,c
166577,1790342,1001242,10061628,0.19678912,585,weekday,c
166578,1790344,1001212,1001254,0.031225508,120,weekday,c
166579,1790346,1001208,2,3.7542353,720,weekday,c
166580,1790348,1001241,46751,0.15236397,765,weekday,c
166581,1790360,1001205,13,0.018848376,90,weekday,c
166582,1790366,8,2,0.52471256,1050,weekday,c
166583,1790368,1001266,15,19.269646,375,weekday,c
166584,1790396,1001266,1001243,0.5692776,780,weekday,c
166585,1790407,3,1001243,0.9878938,855,weekday,c
166586,1790438,1001202,1001211,2.0635538,975,weekday,c
166587,1790441,1001211,1001266,0.72932833,1260,weekday,c
166588,1790457,1001256,1001253,0.72056866,525,weekday,c
166589,1790476,1,1001242,0.153774,165,weekday,c
166590,1790498,10,46751,0.21304747,1110,weekday,c
166591,1790500,4,1001206,7.9205666,585,weekday,c
166592,1790506,1001216,60292,2.4341912,495,weekday,c
166593,1790515,1001240,1001216,0.05425816,1185,weekday,c
166594,1790533,2,1001218,1.179006,960,weekday,c
166595,1790537,1001203,8,0.10129365,450,weekday,c
166596,1790562,1001213,1,0.21809162,165,weekday,c
166597,1790564,1001203,1001214,2.356743,1050,weekday,c
166598,1790575,10,16,0.013997613,840,weekday,c
166599,1790580,1001266,60292,1.4803815,510,weekday,c
166600,1790587,1001256,10,0.50967646,1200,weekday,c
166601,1790598,13,1001207,0.5516641,345,weekday,c
166602,1790600,1001253,42374,0.034979504,360,weekday,c
166603,1790674,1001202,1,40.694984,1155,weekday,c
166604,1790675,1001206,1001211,0.93394744,585,weekday,c
166605,1790687,1001216,10,25.19983,825,weekday,c
166606,1790691,1001206,2,0.5300138,210,weekday,c
166607,1790697,46751,1001217,0.33857825,630,weekday,c
166608,1790707,1001239,12,0.004776533,810,weekday,c
166609,1790721,2,1001261,1.815402,1155,weekday,c
166610,1790736,13,14,324.30106,975,weekday,c
166611,1790743,1001216,10,3.246147,1290,weekday,c
166612,1790752,1001213,10061628,0.004240843,75,weekday,c
166613,1790760,42374,1001254,0.02966151,585,weekday,c
166614,1790766,1001261,1001203,0.6962731,720,weekday,c
166615,1790768,1001254,10061628,0.06547307,1320,weekday,c
166616,1790774,7,1001206,12.215933,885,weekday,c
166617,1790795,1001203,15,13.695061,315,weekday,c
166618,1790816,1001253,1001212,0.354743,270,weekday,c
166619,1790818,2,1001242,0.29515818,1215,weekday,c
166620,1790830,60292,1001207,0.020198928,615,weekday,c
166621,1790833,8,3,0.11965,1230,weekday,c
166622,1790836,7,1001241,6.029217,660,weekday,c
166623,1790841,1001255,1001243,0.001513706,90,weekday,c
166624,1790843,1001240,1001217,0.0042523122,1350,weekday,c
166625,1790845,1001206,46751,0.38097203,1320,weekday,c
166626,1790850,4,8,0.0016612725,30,weekday,c
166627,1790893,10,1001253,0.22321132,1320,weekday,c
166628,1790894,1001254,16,0.10552751,45,weekday,c
166629,1790925,2,1001243,0.69836676,1290,weekday,c
166630,1790957,1001207,2,0.74059564,735,weekday,c
166631,1790958,1001261,1001206,0.48923844,555,weekday,c
166632,1790969,1001240,1001242,0.0013646833,1260,weekday,c
166633,1790989,42374,1001207,0.0015721828,540,weekday,c
166634,1790996,1001242,1001206,0.10271264,780,weekday,c
166635,1791007,1001266,1001214,0.023936799,165,weekday,c
166636,1791019,60232,1001261,1.253315,570,weekday,c
166637,1791051,1001212,10,3.4473531,750,weekday,c
166638,1791062,1001242,1001261,0.028596917,705,weekday,c
166639,1791067,1,1001208,0.9328312,300,weekday,c
166640,1791068,1001217,1001214,0.88761467,735,weekday,c
166641,1791084,1001208,60232,0.0028713518,255,weekday,c
166642,1791096,42374,1001211,0.029474074,840,weekday,c
166643,1791106,1001239,13,1.7569199,1185,weekday,c
166644,1791115,1001205,60292,0.1682336,345,weekday,c
166645,1791139,1001254,10,0.036473908,120,weekday,c
166646,1791147,42374,1001243,0.0115559,570,weekday,c
166647,1791157,1001204,1001212,3.0430293,525,weekday,c
166648,1791185,1001255,1001212,0.88570124,375,weekday,c
166649,1791200,14,1001239,0.93050396,615,weekday,c
166650,1791203,1001244,1001266,0.053154703,615,weekday,c
166651,1791206,1001204,1001216,5.6952934,660,weekday,c
166652,1791231,1001202,1001241,0.057715017,240,weekday,c
166653,1791233,1001214,13,0.006468573,30,weekday,c
166654,1791238,1001239,1001211,0.031673945,1005,weekday,c
166655,1791241,1001266,46751,1.0423923,345,weekday,c
166656,1791257,1,1001254,19.579105,345,weekday,c
166657,1791264,42374,1001203,0.00011906199,90,weekday,c
166658,1791266,14,1001208,0.5386971,1095,weekday,c
166659,1791320,1001217,7,59.72329,750,weekday,c
166660,1791324,1001217,1001239,0.0003748215,1395,weekday,c
166661,1791344,11,1001208,0.008982733,15,weekday,c
166662,1791345,1001267,10,0.40856183,930,weekday,c
166663,1791356,1001244,1001218,0.003173543,375,weekday,c
166664,1791359,1001255,1001241,0.006766261,1410,weekday,c
166665,1791365,1001239,4,0.03522616,1320,weekday,c
166666,1791367,46751,1001261,0.023090653,1425,weekday,c
166667,1791392,1001241,13,4.771168,1200,weekday,c
166668,1791408,1001214,1001212,0.034280263,180,weekday,c
166669,1791418,60292,1001213,0.20683502,1155,weekday,c
166670,1791443,1001204,6,30.109741,1185,weekday,c
166671,1791460,7,1001266,84.53435,435,weekday,c
166672,1791467,1001207,2,1.691504,975,weekday,c
166673,1791468,1,3,432.06656,1080,weekday,c
166674,1791489,1001205,12,0.5538059,1290,weekday,c
166675,1791504,1001217,1001216,7.012238,840,weekday,c
166676,1791526,1001255,2,2.6553006,675,weekday,c
166677,1791549,1001254,10061628,0.3767715,1080,weekday,c
166678,1791552,7,1001212,107.93196,480,weekday,c
166679,1791570,1001240,1001261,0.022186363,1065,weekday,c
166680,1791591,1001212,1001202,2.3193247,885,weekday,c
166681,1791592,1001244,1001204,0.05387376,675,weekday,c
166682,1791614,1001254,1001243,0.17053412,390,weekday,c
166683,1791624,1001261,1001202,0.5857858,735,weekday,c
166684,1791626,1001207,1001212,0.16905138,735,weekday,c
166685,1791638,60292,46751,0.025564525,1290,weekday,c
166686,1791640,15,1001240,0.085319184,1260,weekday,c
166687,1791642,1001267,1001244,0.0071172602,990,weekday,c
166688,1791643,1001266,1001240,0.04302676,570,weekday,c
166689,1791644,1001256,1001243,0.40637535,540,weekday,c
166690,1791653,13,1001266,3.3442883,405,weekday,c
166691,1791657,1001239,16,0.34422934,1275,weekday,c
166692,1791658,1001253,1001242,0.0066317418,225,weekday,c
166693,1791675,2,1001256,0.017103294,105,weekday,c
166694,1791682,1001206,5,0.0021074868,1140,weekday,c
166695,1791696,1001242,1001241,0.01219665,285,weekday,c
166696,1791697,1001240,1001253,0.03622782,795,weekday,c
166697,1791705,1001241,15,0.04575191,45,weekday,c
166698,1791708,10,8,0.11756597,225,weekday,c
166699,1791724,14,1001217,2.1898015,1245,weekday,c
166700,1791747,14,1001241,2.3217237,930,weekday,c
166701,1791765,1001207,1001205,0.060802527,885,weekday,c
166702,1791781,1001255,8,0.0057691876,90,weekday,c
166703,1791782,3,12,105.28367,495,weekday,c
166704,1791783,1001253,10,1.8586226,810,weekday,c
166705,1791816,1001255,1001207,0.048984468,945,weekday,c
166706,1791859,8,1001242,0.04092851,450,weekday,c
166707,1791860,42374,1001213,0.00034561087,165,weekday,c
166708,1791871,1001261,1001202,0.32323,1095,weekday,c
166709,1791881,1001239,3,0.002140349,15,weekday,c
166710,1791908,1001243,1001204,1.2272435,525,weekday,c
166711,1791919,1001262,3,3.0649798,720,weekday,c
166712,1791923,1001204,1001203,0.50130504,315,weekday,c
166713,1791927,1001256,1001203,0.99807954,330,weekday,c
166714,1791935,1001208,1001214,0.2356805,1125,weekday,c
166715,1791938,1001206,2,15.625894,855,weekday,c
166716,1791939,1001244,1,0.21393004,1275,weekday,c
166717,1791949,11,1001204,0.9832523,1425,weekday,c
166718,1791954,1001253,8,0.877381,405,weekday,c
166719,1791955,8,1001262,0.657923,870,weekday,c
166720,1791959,42374,1001203,0.0012568503,1290,weekday,c
166721,1791961,4,1,214.39119,1080,weekday,c
166722,1791994,1001262,1001211,0.009079988,30,weekday,c
166723,1792033,60232,1001253,2.937027,645,weekday,c
166724,1792053,3,60292,14.606907,690,weekday,c
166725,1792057,6,1001254,0.060247045,1380,weekday,c
166726,1792098,1001211,42374,0.0018574495,1335,weekday,c
166727,1792129,1001207,1001242,0.008572212,525,weekday,c
166728,1792135,1001216,15,1.8207457,1350,weekday,c
166729,1792136,46751,1001262,1.4780971,765,weekday,c
166730,1792137,1001242,10,0.017674834,1350,weekday,c
166731,1792149,1001262,13,1.1423415,825,weekday,c
166732,1792151,1001204,1001242,0.3213596,780,weekday,c
166733,1792153,11,1001202,17.17398,375,weekday,c
166734,1792157,13,1001255,1.4271607,630,weekday,c
166735,1792194,60292,8,0.38362,1035,weekday,c
166736,1792198,2,1001242,0.8039838,1095,weekday,c
166737,1792205,12,6,10.560858,405,weekday,c
166738,1792206,1001255,3,0.120387055,225,weekday,c
166739,1792222,1001207,15,4.095415,1125,weekday,c
166740,1792223,60292,1001203,2.8035135,600,weekday,c
166741,1792225,1001218,1001216,0.40013272,1215,weekday,c
166742,1792226,1001205,1001256,1.139451,870,weekday,c
166743,1792267,1001208,4,0.98290926,315,weekday,c
166744,1792288,15,1001255,4.6638494,555,weekday,c
166745,1792293,6,1001217,2.2136376,195,weekday,c
166746,1792296,1001253,1001216,3.220058,1065,weekday,c
166747,1792312,1001213,1001242,0.020736687,1215,weekday,c
166748,1792318,1001207,16,7.0341306,1110,weekday,c
166749,1792349,1001213,1001216,1.545359,825,weekday,c
166750,1792374,1001244,6,0.00023579232,120,weekday,c
166751,1792378,1001212,1001242,0.031491823,285,weekday,c
166752,1792379,60292,1001214,0.1901147,660,weekday,c
166753,1792389,1001240,1001213,0.01420836,870,weekday,c
166754,1792391,12,5,0.0031871218,930,weekday,c
166755,1792396,1001216,1001211,7.4153256,735,weekday,c
166756,1792417,2,1001243,6.9745626,510,weekday,c
166757,1792421,1001216,1001217,4.564164,765,weekday,c
166758,1792439,15,3,219.37073,1185,weekday,c
166759,1792453,1001240,1001255,0.0045079715,330,weekday,c
166760,1792465,1,1001202,0.55009204,105,weekday,c
166761,1792469,1001217,16,4.5183015,1320,weekday,c
166762,1792478,60292,46751,0.0064624185,135,weekday,c
166763,1792479,15,1001214,3.5213995,495,weekday,c
166764,1792480,4,8,0.061330084,1230,weekday,c
166765,1792493,8,2,0.25978863,750,weekday,c
166766,1792501,1001239,1001218,0.0018079638,330,weekday,c
166767,1792510,16,12,5.747071,1230,weekday,c
166768,1792518,1001256,10061628,1.0638037,450,weekday,c
166769,1792535,42374,1001212,0.04620239,585,weekday,c
166770,1792547,1001207,1001214,0.004808353,1335,weekday,c
166771,1792564,60292,16,0.89218843,1335,weekday,c
166772,1792573,1001212,1001213,0.0066821957,45,weekday,c
166773,1792582,1001206,15,1.9508971,240,weekday,c
166774,1792611,1001212,15,0.25595248,45,weekday,c
166775,1792620,1001205,1001214,0.023907447,240,weekday,c
166776,1792625,1001253,3,10.800839,765,weekday,c
166777,1792626,1001243,1001206,0.3327012,825,weekday,c
166778,1792663,1001217,1001253,2.155022,675,weekday,c
166779,1792689,1001204,1001266,3.1089363,480,weekday,c
166780,1792711,4,1001217,7.044338,480,weekday,c
166781,1792733,1001239,1001256,0.04589256,1110,weekday,c
166782,1792743,1,1001262,2.6122742,300,weekday,c
166783,1792745,1001212,1001239,0.00034795463,60,weekday,c
166784,1792754,46751,1001267,0.06772656,30,weekday,c
166785,1792776,13,1001242,0.67587316,945,weekday,c
166786,1792777,1001262,15,0.2503498,180,weekday,c
166787,1792781,7,1001214,2.1873205,615,weekday,c
166788,1792841,1001217,1001240,0.0010711947,135,weekday,c
166789,1792853,1001216,1001242,0.38886753,555,weekday,c
166790,1792867,1001216,1001261,0.6830443,1110,weekday,c
166791,1792882,3,1001239,0.61764,450,weekday,c
166792,1792885,1001261,10,0.9496038,1095,weekday,c
166793,1792887,1001206,10061628,0.32841316,840,weekday,c
166794,1792891,4,1001208,8.20391,540,weekday,c
166795,1792895,4,10061628,0.0029486392,1095,weekday,c
166796,1792901,1001207,10061628,0.074675776,825,weekday,c
166797,1792905,1001262,16,4.0208817,675,weekday,c
166798,1792918,2,4,2.418044,930,weekday,c
166799,1792927,1001217,12,0.39826572,1395,weekday,c
166800,1792935,1001207,60232,0.0010353756,165,weekday,c
166801,1792940,1001262,1001267,0.0019064834,195,weekday,c
166802,1792943,1001203,1001207,0.18890163,930,weekday,c
166803,1792944,3,12,88.435524,570,weekday,c
166804,1792946,4,1001218,11.630381,810,weekday,c
166805,1792949,1001208,16,5.604434,420,weekday,c
166806,1792985,46751,1001205,1.0767397,990,weekday,c
166807,1792989,1001243,3,0.005961963,45,weekday,c
166808,1792991,1001267,1001204,0.15298274,1035,weekday,c
166809,1793001,1001256,1001203,1.8363401,765,weekday,c
166810,1793004,1001203,6,20.947718,1215,weekday,c
166811,1793010,1001214,1001261,0.0753643,675,weekday,c
166812,1793019,1001216,6,60.465744,660,weekday,c
166813,1793029,1001241,1001242,0.082226664,825,weekday,c
166814,1793042,60292,1001240,2.2165311e-06,45,weekday,c
166815,1793051,1001240,1001261,0.024452612,1020,weekday,c
166816,1793056,42374,1001212,0.020441426,1275,weekday,c
166817,1793078,1001207,1001218,0.05736669,705,weekday,c
166818,1793089,1001204,1001203,0.55458677,1140,weekday,c
166819,1793104,60292,1001217,2.7656121,795,weekday,c
166820,1793107,1001205,10,0.1171756,420,weekday,c
166821,1793108,1001213,16,13.20575,600,weekday,c
166822,1793122,1001207,1001241,0.0022578705,1260,weekday,c
166823,1793126,13,1001256,0.034858804,105,weekday,c
166824,1793141,10,1001242,0.0033116813,90,weekday,c
166825,1793146,1001266,1001205,0.95519763,960,weekday,c
166826,1793153,1001217,8,0.928782,675,weekday,c
166827,1793179,1001216,1001267,0.19996808,990,weekday,c
166828,1793208,1001266,1001205,0.9100096,450,weekday,c
166829,1793212,1001207,1001239,0.0013984208,855,weekday,c
166830,1793213,12,1001205,0.10711309,180,weekday,c
166831,1793218,1001253,60292,0.64880085,705,weekday,c
166832,1793221,1001212,1001243,0.031872068,195,weekday,c
166833,1793252,1001254,1001217,2.6402438,900,weekday,c
166834,1793267,1001240,5,0.00096688874,1035,weekday,c
166835,1793275,1001214,13,0.57086164,345,weekday,c
166836,1793278,1001212,1001266,3.513528,645,weekday,c
166837,1793291,60292,1001255,0.002939908,75,weekday,c
166838,1793332,1001243,1001256,0.24767374,645,weekday,c
166839,1793353,7,1001256,2.407856,540,weekday,c
166840,1793363,1,1001212,77.26745,1050,weekday,c
166841,1793367,1001244,1001256,0.000944635,1350,weekday,c
166842,1793372,1001202,1001205,0.46534666,825,weekday,c
166843,1793373,1001207,4,3.1102638,540,weekday,c
166844,1793394,1001256,12,2.1377132,660,weekday,c
166845,1793434,1001212,1001241,0.07933195,1365,weekday,c
166846,1793471,1001267,1001212,0.013357292,1365,weekday,c
166847,1793502,1001261,1001239,0.0026579937,1185,weekday,c
166848,1793511,1001267,10061628,7.781392e-06,1200,weekday,c
166849,1793518,1001203,4,3.68924,375,weekday,c
166850,1793533,60292,42374,0.048669863,585,weekday,c
166851,1793541,11,1001253,0.003728385,45,weekday,c
166852,1793549,1001243,60292,0.18996592,405,weekday,c
166853,1793550,1001239,1001202,0.0052261744,360,weekday,c
166854,1793552,1001216,60232,9.914793,660,weekday,c
166855,1793556,1001255,1001261,0.104852445,945,weekday,c
166856,1793564,2,1001211,15.856836,585,weekday,c
166857,1793575,1001255,1001267,0.05413465,765,weekday,c
166858,1793578,1001206,1001239,0.0069725444,375,weekday,c
166859,1793581,10,1001261,0.60101473,1140,weekday,c
166860,1793583,1001261,6,0.0753133,1425,weekday,c
166861,1793592,8,6,46.027794,525,weekday,c
166862,1793619,4,1001208,0.77925706,1275,weekday,c
166863,1793632,15,42374,0.75922084,915,weekday,c
166864,1793633,3,8,0.009524648,165,weekday,c
166865,1793642,15,60292,0.19830018,150,weekday,c
166866,1793647,7,1001213,0.54472053,1365,weekday,c
166867,1793652,1001262,1001208,0.19123267,645,weekday,c
166868,1793655,46751,1001267,8.342873,870,weekday,c
166869,1793666,13,1001203,3.663274,825,weekday,c
166870,1793670,12,5,0.00052436034,1260,weekday,c
166871,1793671,6,1001262,0.017301457,210,weekday,c
166872,1793704,1001267,1001253,0.07223176,675,weekday,c
166873,1793708,8,6,3.9090137,195,weekday,c
166874,1793728,1001203,1001206,0.18934053,420,weekday,c
166875,1793749,14,1001243,0.15325773,1215,weekday,c
166876,1793750,1001207,1001253,0.07054837,495,weekday,c
166877,1793758,1001218,1001242,0.06376869,720,weekday,c
166878,1793761,1001261,60232,0.029716749,150,weekday,c
166879,1793766,15,4,126.46698,450,weekday,c
166880,1793779,1,1001213,1.2991536,1260,weekday,c
166881,1793799,1001203,1001213,0.5302068,615,weekday,c
166882,1793810,1001244,10061628,0.00040688747,780,weekday,c
166883,1793813,1001261,1001204,0.5422195,1110,weekday,c
166884,1793828,14,8,0.120785855,1395,weekday,c
166885,1793860,1001240,1001207,6.1191204e-05,150,weekday,c
166886,1793861,8,1001262,0.047209986,1335,weekday,c
166887,1793871,1001208,46751,0.08584658,255,weekday,c
166888,1793879,1001217,10061628,0.025244383,1200,weekday,c
166889,1793886,12,1001208,0.3693508,300,weekday,c
166890,1793894,1001254,8,0.03687199,1350,weekday,c
166891,1793908,1001254,42374,0.03898328,855,weekday,c
166892,1793920,1001212,1,65.059456,765,weekday,c
166893,1793958,1001243,1001255,0.07653906,585,weekday,c
166894,1793966,1001261,1001255,0.1246314,1170,weekday,c
166895,1793972,1001266,1001211,0.037668955,105,weekday,c
166896,1793973,60232,1,1.9973849,1275,weekday,c
166897,1793985,16,1001212,14.243673,345,weekday,c
166898,1793994,1001214,15,0.049158856,75,weekday,c
166899,1793995,1001205,8,0.0029774152,90,weekday,c
166900,1794003,1,1001211,89.257645,870,weekday,c
166901,1794004,1001204,15,63.448086,675,weekday,c
166902,1794009,4,1001261,4.053138,1230,weekday,c
166903,1794020,1001262,1001207,0.001778855,180,weekday,c
166904,1794024,1001203,8,0.024437506,1275,weekday,c
166905,1794027,12,15,1.6977624,210,weekday,c
166906,1794033,1001207,1001254,0.07566912,495,weekday,c
166907,1794043,1001208,10061628,2.1720696e-05,15,weekday,c
166908,1794055,1001253,1001242,0.015622541,1275,weekday,c
166909,1794058,1001253,1001204,1.9927822,1005,weekday,c
166910,1794079,1001205,1001239,0.010303316,975,weekday,c
166911,1794084,13,1001243,1.8644657,615,weekday,c
166912,1794112,1,10,24.465317,405,weekday,c
166913,1794116,1001239,60292,0.00054892653,315,weekday,c
166914,1794117,12,1001202,5.675643,480,weekday,c
166915,1794132,1001261,1001217,1.082177,555,weekday,c
166916,1794155,1001213,12,0.0074724355,120,weekday,c
166917,1794161,1001208,1001254,0.01868241,1365,weekday,c
166918,1794184,12,16,2.2819932,225,weekday,c
166919,1794187,3,10061628,0.016946694,1425,weekday,c
166920,1794207,1001243,1001267,0.024819622,885,weekday,c
166921,1794209,1001207,1001217,0.40168434,960,weekday,c
166922,1794229,1001254,1001217,2.5391228,450,weekday,c
166923,1794236,60232,1001256,3.4841535,945,weekday,c
166924,1794261,4,5,307.11145,990,weekday,c
166925,1794287,1001212,1,58.381363,480,weekday,c
166926,1794305,1001255,1001214,0.085416265,465,weekday,c
166927,1794321,1001240,1001212,0.005387113,315,weekday,c
166928,1794343,1001217,1001267,0.009401373,1335,weekday,c
166929,1794345,2,1001243,0.13041379,1425,weekday,c
166930,1794365,12,7,2.4217973,660,weekday,c
166931,1794385,2,1001213,10.659499,915,weekday,c
166932,1794388,1001211,60292,3.8318284,870,weekday,c
166933,1794404,1,1001216,123.275024,945,weekday,c
166934,1794405,1001213,1,0.22635674,1410,weekday,c
166935,1794425,11,1001208,0.016079545,60,weekday,c
166936,1794429,1001208,1001205,0.008635938,1350,weekday,c
166937,1794430,14,1001241,5.4006104,525,weekday,c
166938,1794431,1001239,1001217,0.0073916395,975,weekday,c
166939,1794451,1001217,5,0.007604698,915,weekday,c
166940,1794464,1001214,42374,0.016704235,645,weekday,c
