WKT,id,from_node,to_node,length,v0,connector,lanes,alpha,rcr,capacity,modes
"MULTILINESTRING ((12.487591010104 41.812646471778,12.4878420206576 41.8124694709306))",78565,"61829","61952",0.028662000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4181925255407 41.8039900859744,12.4182605295517 41.8037900841147,12.4183605337472 41.8037210837973,12.4184185360896 41.8036930837423,12.418497539211 41.8036640837655,12.4185565415297 41.8036440838006,12.4186715458601 41.8036300841373,12.4187885501127 41.8036360846972,12.4188645528592 41.8036420850835,12.4189865572425 41.8036550857398,12.4191065612347 41.8037100868385,12.4192135642728 41.8038280885587,12.4194055687694 41.8041660930013))",48100,"38792","38793",0.157004000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1877.387500000000045,"c,h"
"MULTILINESTRING ((12.418007490729 41.8076931249597,12.4182134985695 41.8076571254456,12.4184475074462 41.8076201260392,12.4185855126598 41.8076011264196))",48184,"38664","38866",0.049115000000000,105.000000000000000,0,3.000000000000000,1.600000000000000,30.000000000000000,7500.937500000000000,"c,h"
"MULTILINESTRING ((12.4189815430797 41.8055031055637,12.418815539493 41.8051711012952,12.4182305249244 41.8042560889917))",48312,"38967","38858",0.152029000000000,60.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,3675.000000000000000,"c,h"
"MULTILINESTRING ((12.4182305249244 41.8042560889917,12.4182075253882 41.8040830870366,12.4181925255407 41.8039900859744))",48172,"38858","38792",0.029714000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1877.387500000000045,"c,h"
"MULTILINESTRING ((12.4155823990507 41.8080351183606,12.417365466394 41.8077921233038))",47418,"37633","38248",0.150606000000000,105.000000000000000,0,3.000000000000000,1.600000000000000,30.000000000000000,7500.937500000000000,"c,h"
"MULTILINESTRING ((12.417365466394 41.8077921233038,12.4177574812948 41.8077261242553,12.418007490729 41.8076931249597))",47945,"38248","38664",0.054486000000000,105.000000000000000,0,3.000000000000000,1.600000000000000,30.000000000000000,7500.937500000000000,"c,h"
"MULTILINESTRING ((12.4235897040534 41.8066021368769,12.4317720253232 41.8038651421,12.4324110503237 41.803663142633,12.4335930961253 41.8033481442483,12.4341401171717 41.8032221452079,12.4347691410491 41.8031201467718,12.4354161655273 41.8030261484975,12.4394193162369 41.8025421602181))",49685,"39467","40048",1.399562000000000,105.000000000000000,0,3.000000000000000,1.600000000000000,30.000000000000000,7500.937500000000000,"c,h"
"MULTILINESTRING ((12.434739111221 41.8069241874994,12.4349341195557 41.8067691866588,12.435134128195 41.8065981856677,12.4354131399556 41.8063981846989,12.4357191529345 41.806168183522,12.4359041609394 41.8060081825856,12.4364131830825 41.8055521798394,12.4366151921421 41.8053351783626,12.4367021964256 41.8051911771838,12.4367682000054 41.8050381758195,12.4368452048878 41.8047661732237,12.43689720898 41.8044771703398,12.4369122112298 41.8042521679868,12.4369032121221 41.804090166209,12.4368622121031 41.8038931639201,12.43685021207 41.8038391632894,12.4367302103189 41.8034871590022))",52720,"42508","42574",0.446176000000000,40.500000000000000,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4367792122398 41.8034711590375,12.4369052136904 41.8038921640911,12.4369372140356 41.8040021654076,12.4369592134471 41.8041871674874,12.4369352101798 41.8045031707796,12.4368762057323 41.8048051737736,12.4368102014579 41.8050501761259,12.4367431978413 41.8052031774859,12.4366241920953 41.8053851789377,12.4364491842013 41.8055791802816,12.4361881726644 41.8058371819494,12.4358691588456 41.8061151835869,12.4354081392961 41.8064611853545,12.4353411363135 41.8065301858123,12.4353061344311 41.8066091865129,12.4352851327232 41.8067331877561,12.4352661310434 41.8068631890721,12.4352511294804 41.806997190448))",53409,"43131","42575",0.437206000000000,40.500000000000000,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4194055687694 41.8041660930013,12.4194895697826 41.8044400962994,12.4195175701229 41.8045310973952,12.4196145711675 41.804864101382,12.4196725720879 41.8050241033458,12.4197295726918 41.8052211057028,12.4197905737149 41.8053821076902,12.4198305742767 41.8055021091483,12.4198565742863 41.8056271106008))",48366,"38793","39004",0.166625000000000,70.500000000000000,0,3.000000000000000,1.600000000000000,30.000000000000000,5512.500000000000000,"c,h"
"MULTILINESTRING ((12.4191455319017 41.8077771306818,12.4189565247463 41.8078051301821))",48384,"39018","38901",0.016011000000000,105.000000000000000,0,3.000000000000000,1.600000000000000,30.000000000000000,7500.937500000000000,"c,h"
"MULTILINESTRING ((12.4203845791681 41.8075461334474,12.4204295802692 41.807619134422,12.4204825814145 41.807725135785,12.4205185822681 41.8077871366034,12.4205725835561 41.8078791378203,12.4206695859624 41.8080321398744,12.420801589163 41.8082501427751,12.4209855939336 41.8085131463792,12.4213946053218 41.808994153278))",48714,"39180","39295",0.181849000000000,57.899999999999999,0,2.000000000000000,1.600000000000000,30.000000000000000,3087.000000000000000,"c,h"
"MULTILINESTRING ((12.4204425742338 41.8084801437255,12.4203485707047 41.8084901434349,12.4202825681967 41.8085011432736,12.4202395664959 41.8085171432634,12.4202065651171 41.80853914336,12.4201685634335 41.8085771436072,12.4201415621087 41.8086211439656,12.4201245610302 41.8086811445381,12.4201135602554 41.8087301450179,12.4201305604715 41.8087841456699,12.4201735615369 41.8088521465825,12.4202495639887 41.8088971473877,12.4205935747889 41.8091401514547,12.4209175845443 41.8094241558776,12.4218486118662 41.8103341695957,12.4222716241023 41.8107711760816,12.4227236373058 41.81122118283,12.4227436378969 41.8112401831188))",48731,"39082","39310",0.399928000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4340000827713 41.8070961862225,12.4341360871939 41.8071721876138,12.4341960890358 41.8072201883831,12.4342320901016 41.8072541889005,12.4342760911819 41.8073251898492,12.4342950913891 41.8073901906278,12.4342980909177 41.8074671914676,12.4342870900378 41.8075301920978,12.4342630887633 41.8075821925549,12.434211086309 41.8076541931085))",52491,"42181","42184",0.073120000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4205205843839 41.8075171337117,12.4205615852472 41.8076021347983,12.4205995860911 41.8076751357434,12.4206435870874 41.8077571368105,12.420675587794 41.8078191376119,12.420796590719 41.8080201402833,12.4209205940871 41.8081771424948,12.4210425976162 41.8083031443648,12.4211666013776 41.8084081460177,12.4213016055584 41.8085111476957,12.4215826144753 41.8086971508835,12.4219266255178 41.8089081546066,12.42206062973 41.8090021561837,12.4223576389173 41.8092301598904,12.4226486478692 41.8094601635932,12.4228306534971 41.8096001658676))",48754,"39247","39328",0.305177000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4220496442855 41.8070241348902,12.422291653698 41.8069551351737,12.4224856611655 41.8069101355116,12.422709669841 41.8068511358262,12.4235897040534 41.8066021368769))",48929,"39005","39467",0.136319000000000,105.000000000000000,0,3.000000000000000,1.600000000000000,30.000000000000000,7500.937500000000000,"c,h"
"MULTILINESTRING ((12.4213946053218 41.808994153278,12.4216536128179 41.8092611572428,12.4219026202114 41.8094931607894,12.422128627123 41.8096771637229,12.4226396429855 41.8100621700224,12.4229296521958 41.810253173302,12.4230006544262 41.8103031741398,12.4231556594253 41.8103951757844,12.423163659689 41.8103991758612,12.4233176645379 41.8105061776627,12.4234866699682 41.8106091794847,12.4235576721987 41.8106591803224,12.4237236774054 41.8107771822929,12.4250787205209 41.8116591975048,12.4251727234378 41.8117301986655,12.4252437255626 41.8117941996536,12.4264557637965 41.8126272137337))",49047,"39295","39561",0.584201000000000,57.899999999999999,0,2.000000000000000,1.600000000000000,30.000000000000000,3087.000000000000000,"c,h"
"MULTILINESTRING ((12.4229346569324 41.8096511668558,12.4230306597864 41.8097401682183,12.423129663038 41.8097911691853,12.423206665383 41.8098551701988,12.4233006683299 41.8099221713166,12.423592677455 41.8101341748302,12.4238066839488 41.8103151776806))",49510,"39886","39910",0.103695000000000,60.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,3601.500000000000000,"c,h"
"MULTILINESTRING ((12.4409043948973 41.7993471321878,12.4412484055648 41.7996081364431))",55248,"44285","44633",0.040716000000000,59.299999999999997,0,2.000000000000000,1.600000000000000,30.000000000000000,3412.500000000000000,"c,h"
"MULTILINESTRING ((12.4236347046329 41.8067441385926,12.4217976330309 41.8072881366589,12.421488621051 41.8073711362422,12.4211886094395 41.8074491358098,12.4210866055107 41.8074731356357))",49700,"39715","39473",0.226741000000000,105.000000000000000,0,3.000000000000000,1.600000000000000,30.000000000000000,7500.937500000000000,"c,h"
"MULTILINESTRING ((12.4185855126598 41.8076011264196,12.420034567399 41.8074021304186,12.4201495717676 41.8073831307015,12.4202105740918 41.8073721308416,12.4202795767024 41.8073621310264,12.4203995812547 41.8073431313304,12.4211606101656 41.8072171331994,12.4220496442855 41.8070241348902))",48369,"38866","39005",0.295153000000000,105.000000000000000,0,3.000000000000000,1.600000000000000,30.000000000000000,7500.937500000000000,"c,h"
"MULTILINESTRING ((12.4200015760278 41.8061011163055,12.4201595776645 41.8066521228924,12.4201975780545 41.8067851244817,12.420250578814 41.8069421263924,12.4203255803818 41.8070991283963,12.4204045818999 41.8072821306964,12.4204645831662 41.8074061322824,12.4205205843839 41.8075171337117))",48657,"39209","39247",0.163387000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1877.387500000000045,"c,h"
"MULTILINESTRING ((12.4200015760278 41.8061011163055,12.4204315862881 41.8068331259881,12.420582591185 41.8069191275512,12.4207165955633 41.8069911288919,12.4208736007487 41.8070681303838,12.4212736152776 41.8070901323137,12.4219646414124 41.8069911341759,12.4220496442855 41.8070241348902))",48658,"39209","39005",0.233643000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1877.387500000000045,"c,h"
"MULTILINESTRING ((12.4210866055107 41.8074731356357,12.4206405885429 41.8075501345743))",48939,"39473","39375",0.038037000000000,105.000000000000000,0,3.000000000000000,1.600000000000000,30.000000000000000,7500.937500000000000,"c,h"
"MULTILINESTRING ((12.4198565742863 41.8056271106008,12.4199405754812 41.8058771136414,12.4199655756508 41.8059761148105,12.4200015760278 41.8061011163055))",48620,"39004","39209",0.054024000000000,60.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,3675.000000000000000,"c,h"
"MULTILINESTRING ((12.4199475706704 41.8065471208669,12.4200255718264 41.8067731236245,12.420252576293 41.807285130085,12.4202805769056 41.8073401307943,12.4203635786916 41.8075071329396,12.4203845791681 41.8075461334474))",48582,"38949","39180",0.116836000000000,57.899999999999999,0,2.000000000000000,1.600000000000000,30.000000000000000,3150.000000000000000,"c,h"
"MULTILINESTRING ((12.4206405885429 41.8075501345743,12.4205365845784 41.807569134338,12.4203685782021 41.8075961339167,12.4203065758411 41.8076071337723,12.420098567965 41.8076381332245,12.4196055492629 41.8077161319746,12.4193505396147 41.8077531312921,12.4191455319017 41.8077771306818))",48807,"39375","39018",0.126797000000000,105.000000000000000,0,3.000000000000000,1.600000000000000,30.000000000000000,7500.937500000000000,"c,h"
"MULTILINESTRING ((12.4228306534971 41.8096001658676,12.4229346569324 41.8096511668558))",49481,"39328","39886",0.010333000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4238066839488 41.8103151776806,12.4238816854339 41.8104831798031,12.4238956848442 41.8106291814309,12.4238586830613 41.8106851818759,12.4237236774054 41.8107771822929,12.42371267685 41.8107971824612,12.4236576744889 41.8108421827119,12.4235786711174 41.8109041830436,12.423458666179 41.8109741832877,12.4232976601578 41.8109881827566,12.4230696519168 41.810970181598))",49777,"39910","39630",0.121894000000000,49.500000000000000,0,1.000000000000000,1.600000000000000,30.000000000000000,1795.261999999999944,"c,h"
"MULTILINESTRING ((12.4246747111972 41.8109291879514,12.4248147148741 41.8111231906284,12.4249267176961 41.8112941929397,12.4250517208144 41.8114891955639,12.4252507267045 41.8116771984261,12.425385731022 41.8117621999108,12.4255137349386 41.81186620157))",49972,"40192","40193",0.126659000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4246747111972 41.8109291879514,12.4261197564108 41.8119712052629))",49973,"40192","40283",0.166770000000000,52.299999999999997,0,1.000000000000000,1.600000000000000,30.000000000000000,1945.006000000000085,"c,h"
"MULTILINESTRING ((12.4238066839488 41.8103151776806,12.4241896962057 41.8105551818803))",49776,"39910","40113",0.041515000000000,60.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,3601.500000000000000,"c,h"
"MULTILINESTRING ((12.4255137349386 41.81186620157,12.4258927467016 41.8121522062471,12.4261987562513 41.812376209949,12.4264557637965 41.8126272137337))",50181,"40193","39561",0.115423000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4309449680088 41.8074301768911,12.4315229894936 41.8073971789812,12.4320820103559 41.8073541808834))",51678,"41546","41709",0.094870000000000,57.899999999999999,0,2.000000000000000,1.600000000000000,30.000000000000000,3087.000000000000000,"c,h"
"MULTILINESTRING ((12.4329980447724 41.8072531836721,12.4340000827713 41.8070961862225))",52250,"42164","42181",0.085074000000000,57.899999999999999,0,2.000000000000000,1.600000000000000,30.000000000000000,3087.000000000000000,"c,h"
"MULTILINESTRING ((12.4317809961544 41.8077701840791,12.4318229986948 41.8076381828387,12.4318460002348 41.8075461819478,12.4319000027174 41.8074801814672,12.4319720058688 41.807413181052,12.4320820103559 41.8073541808834))",51907,"41710","41709",0.054857000000000,50.100000000000001,0,2.000000000000000,1.600000000000000,30.000000000000000,3087.000000000000000,"c,h"
"MULTILINESTRING ((12.4321470128119 41.8073451810616,12.4322350161357 41.8073331813049))",52022,"41978","41993",0.007433000000000,57.899999999999999,0,2.000000000000000,1.600000000000000,30.000000000000000,3087.000000000000000,"c,h"
"MULTILINESTRING ((12.4321470128119 41.8073451810616,12.4321470131972 41.8072941805138,12.4322050155094 41.8072701805013,12.4322330166514 41.8072551804586,12.4322520174401 41.80724318041,12.4322780185616 41.8072211802837,12.4323050197802 41.8071911800756,12.4323290209339 41.8071551797904,12.4323530220498 41.8071241795589,12.4323890237048 41.8070801792385,12.4324220252118 41.8070411789592,12.4324500264747 41.8070101787446,12.4324860281977 41.8069571783276,12.4325170297445 41.8069031778786,12.4325600320042 41.8068131770938,12.4326040344592 41.8067021760875,12.4326650365341 41.8067241765818))",52023,"41978","41994",0.089074000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4320820103559 41.8073541808834,12.4321470128119 41.8073451810616))",52001,"41709","41978",0.005494000000000,57.899999999999999,0,2.000000000000000,1.600000000000000,30.000000000000000,3087.000000000000000,"c,h"
"MULTILINESTRING ((12.4322350161357 41.8073331813049,12.4326630321624 41.8072931826852,12.4329350424502 41.8072541834164))",52055,"41993","42023",0.058858000000000,57.899999999999999,0,2.000000000000000,1.600000000000000,30.000000000000000,3087.000000000000000,"c,h"
"MULTILINESTRING ((12.4322350161357 41.8073331813049,12.4323840224635 41.8072201807212,12.4324430250693 41.8071621803477,12.4325020278715 41.8070781796949,12.4326530357911 41.8067641769607))",52056,"41993","42024",0.073330000000000,57.899999999999999,0,2.000000000000000,1.600000000000000,30.000000000000000,3087.000000000000000,"c,h"
"MULTILINESTRING ((12.4326530357911 41.8067641769607,12.4326490344581 41.8069211786302,12.4326660341309 41.8070471800554,12.4326880345841 41.8070941806533,12.4327340359191 41.8071411813527,12.4327730371631 41.8071661817861,12.432836039236 41.8071981823963,12.4329350424502 41.8072541834164))",52160,"42024","42023",0.064418000000000,57.899999999999999,0,2.000000000000000,1.600000000000000,30.000000000000000,3087.000000000000000,"c,h"
"MULTILINESTRING ((12.4329350424502 41.8072541834164,12.4329980447724 41.8072531836721))",52231,"42023","42164",0.005237000000000,57.899999999999999,0,2.000000000000000,1.600000000000000,30.000000000000000,3087.000000000000000,"c,h"
"MULTILINESTRING ((12.4340000827713 41.8070961862225,12.4345741047662 41.8069761873604))",52490,"42181","42380",0.049527000000000,57.899999999999999,0,2.000000000000000,1.600000000000000,30.000000000000000,3087.000000000000000,"c,h"
"MULTILINESTRING ((12.4501747340024 41.7995361733581,12.4502887347006 41.7999991788101))",59226,"47387","47681",0.052291000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1877.387500000000045,"c,h"
"MULTILINESTRING ((12.434739111221 41.8069241874994,12.4349001172267 41.8069121880511,12.435004120957 41.8069241886197,12.4351191249932 41.8069491893744,12.4352511294804 41.806997190448))",52721,"42508","42575",0.044339000000000,47.500000000000000,0,2.000000000000000,1.600000000000000,30.000000000000000,3087.000000000000000,"c,h"
"MULTILINESTRING ((12.4345741047662 41.8069761873604,12.434739111221 41.8069241874994))",52634,"42380","42508",0.014878000000000,57.899999999999999,0,2.000000000000000,1.600000000000000,30.000000000000000,3087.000000000000000,"c,h"
"MULTILINESTRING ((12.4412484055648 41.7996081364431,12.4423254398321 41.8003101485292,12.4428014548814 41.8006331540077))",55406,"44633","100060098",0.172112000000000,59.299999999999997,0,2.000000000000000,1.600000000000000,30.000000000000000,3412.500000000000000,"c,h"
"MULTILINESTRING ((12.4426714385337 41.8021671699297,12.4443985033809 41.8019811752262,12.4445275082255 41.8019671756207,12.4445935107331 41.8019561757813,12.4447615170858 41.801932176233,12.4449655248667 41.8018941766864))",55946,"44945","45165",0.193144000000000,105.000000000000000,0,3.000000000000000,1.600000000000000,30.000000000000000,7382.812500000000000,"c,h"
"MULTILINESTRING ((12.4428984589653 41.8005641536765,12.4443845063889 41.8015141701526))",56085,"44863","45275",0.162437000000000,57.899999999999999,0,2.000000000000000,1.600000000000000,30.000000000000000,3150.000000000000000,"c,h"
"MULTILINESTRING ((12.4461195617482 41.8026251894088,12.448843647994 41.8044592206045))",57253,"45971","46178",0.304536000000000,57.899999999999999,0,2.000000000000000,1.600000000000000,30.000000000000000,3087.000000000000000,"c,h"
"MULTILINESTRING ((12.4471605926322 41.8036012042851,12.4502406900387 41.8056902397226,12.4503646939763 41.8057722411267,12.4506947044497 41.8059912448718))",58018,"45903","46753",0.395883000000000,59.299999999999997,0,2.000000000000000,1.600000000000000,30.000000000000000,3344.250000000000000,"c,h"
"MULTILINESTRING ((12.448843647994 41.8044592206045,12.4488636488419 41.8044442205278,12.4488916500365 41.8044222204097,12.4489666530332 41.8043902203826,12.4490616570436 41.8043212200425,12.4491056587733 41.8043062200671))",58576,"46178","47188",0.027921000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.441920427806 41.7999321427602,12.4423814424776 41.8002321479283,12.4428984589653 41.8005641536765))",55556,"44545","44863",0.107398000000000,57.899999999999999,0,2.000000000000000,1.600000000000000,30.000000000000000,3150.000000000000000,"c,h"
"MULTILINESTRING ((12.4367302103189 41.8034871590022,12.4367792122398 41.8034711590375))",53396,"42574","43131",0.004442000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4414724135292 41.7996431377651,12.441920427806 41.7999321427602))",55481,"44595","44545",0.049160000000000,57.899999999999999,0,2.000000000000000,1.600000000000000,30.000000000000000,3150.000000000000000,"c,h"
"MULTILINESTRING ((12.4394193162369 41.8025421602181,12.4404563553062 41.8024131632143,12.4419814126121 41.8022431678312))",54556,"40048","44079",0.215503000000000,105.000000000000000,0,3.000000000000000,1.600000000000000,30.000000000000000,7500.937500000000000,"c,h"
"MULTILINESTRING ((12.4419814126121 41.8022431678312,12.4426714385337 41.8021671699297))",55661,"44079","44945",0.057962000000000,105.000000000000000,0,3.000000000000000,1.600000000000000,30.000000000000000,7382.812500000000000,"c,h"
"MULTILINESTRING ((12.4426714385337 41.8021671699297,12.4428474458141 41.8020591695134,12.4429344495533 41.8019871691077,12.4429934523469 41.8019041684656,12.4430394548741 41.801793167468,12.4430604565357 41.8016751662897,12.4430714577847 41.8015631651336,12.4430424578659 41.801411163379))",55947,"44945","45099",0.095796000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1877.387500000000045,"c,h"
"MULTILINESTRING ((12.435411131817 41.8074661961623,12.4354431319656 41.8076021977585,12.4354851328064 41.807695198935,12.4355381340815 41.8077842001151,12.435697139017 41.8079042020763,12.4365301664354 41.8083262101308,12.4371981887736 41.8086182160912,12.4373141927109 41.8086612170435,12.4376472040246 41.8087832197616,12.4380942190135 41.8089732236919,12.4384982322642 41.8091842276662,12.4389332460576 41.8094742326201,12.4392732563455 41.8097662371941,12.4396462670611 41.8101622430249,12.4398132713174 41.8104112464059,12.4399432743426 41.810643249448,12.4400042749534 41.8108592520266,12.4401032767414 41.8111042550774,12.4402582793265 41.8115162601594,12.4403362805393 41.8117352628422,12.4404592832848 41.8119702658871,12.4405712858904 41.8121702685095,12.4406532881033 41.8122762699951,12.4408182923619 41.8125152732605))",52909,"42626","42729",0.754330000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4387262697804 41.8053241871662,12.4396873031391 41.805582193998,12.4395592939757 41.806173199805,12.4383082504907 41.8058451909956))",54265,"43681","43472",0.261506000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.441423371378 41.804991194985,12.4417713834161 41.8050901975184,12.4419223884958 41.8051521988222,12.4419493891407 41.8051981994303,12.4419593887459 41.8052992005573,12.4419873869752 41.8056702046604,12.44197738574 41.8057852058533))",55449,"44560","44653",0.116155000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4383082504907 41.8058451909956,12.4385712632933 41.8054291876389,12.4386292660129 41.8053511870463,12.4386532670305 41.8053331869544,12.4386892684135 41.8053251870206,12.4387262697804 41.8053241871662))",54068,"43472","43681",0.070047000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4410283497348 41.8059362034661,12.4410623532479 41.8056362003875,12.4411213569927 41.8054271983919,12.4411763595718 41.8053531978295,12.4412523630582 41.8052611971625,12.441423371378 41.804991194985))",55274,"44311","44560",0.111768000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4419823561304 41.8097332482855,12.4420283577225 41.8097462486195,12.4421373617274 41.8097462490799,12.4423513698243 41.8097152496509))",55663,"44678","44947",0.031257000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4464715827937 41.8015491793408,12.4474676198659 41.8014851828585,12.4476116251937 41.8014801834127))",57689,"46127","46518",0.095061000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1877.387500000000045,"c,h"
"MULTILINESTRING ((12.446514583461 41.8016701808216,12.4476336252932 41.8015741845149))",57716,"45972","46538",0.093608000000000,105.000000000000000,0,3.000000000000000,1.600000000000000,30.000000000000000,7500.937500000000000,"c,h"
"MULTILINESTRING ((12.4459005872743 41.7981731406843,12.4453475663272 41.7982571392511))",57411,"46114","46113",0.046899000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1877.387500000000045,"c,h"
"MULTILINESTRING ((12.4449655248667 41.8018941766864,12.4450675281387 41.8019571777936,12.4461195617482 41.8026251894088))",56981,"45165","45971",0.125660000000000,57.899999999999999,0,2.000000000000000,1.600000000000000,30.000000000000000,3150.000000000000000,"c,h"
"MULTILINESTRING ((12.4447105151293 41.8019431761358,12.4448635199581 41.8020481779093,12.4453035338597 41.8023481829887,12.4471605926322 41.8036012042851))",56904,"44751","45903",0.274537000000000,59.299999999999997,0,2.000000000000000,1.600000000000000,30.000000000000000,3344.250000000000000,"c,h"
"MULTILINESTRING ((12.4449655248667 41.8018941766864,12.4456415505529 41.8017811783275,12.4457305539129 41.8017691785744,12.4458435581697 41.8017551789012,12.446514583461 41.8016701808216))",56982,"45165","45972",0.131160000000000,105.000000000000000,0,3.000000000000000,1.600000000000000,30.000000000000000,7500.937500000000000,"c,h"
"MULTILINESTRING ((12.4453835422438 41.8016261755738,12.4454395443237 41.801623175778,12.4457525557995 41.8016261771318,12.4464715827937 41.8015491793408))",57189,"45743","46127",0.091045000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1877.387500000000045,"c,h"
"MULTILINESTRING ((12.4461195617482 41.8026251894088,12.4462265653172 41.802673190376,12.4462785670842 41.8026921907996,12.4463725701982 41.8027371916797,12.446453573272 41.8027241918821,12.4465835778291 41.8027531927424,12.4466775812523 41.8027571931822,12.4468005858389 41.8027481936048,12.44692859076 41.8027191938338,12.4470245945055 41.8026901939277,12.447091597276 41.8026491937703,12.4471726006816 41.8025921935002,12.4472266030726 41.8025381931483,12.4472666049417 41.802485192748,12.447277605572 41.8024551924723,12.4473016068157 41.8024071920582,12.4473166079473 41.8023301912946,12.4473116082236 41.8022691906185,12.4472956081938 41.8021951897563,12.447268607609 41.8021411890625,12.4472176062105 41.8020781881706,12.4471536042589 41.8020251873313,12.4469915986544 41.8019791861534,12.4466205856358 41.8018981837174,12.4461525683977 41.8019041818058,12.4460515650342 41.8018581808855))",57254,"45971","45169",0.261775000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4443845063889 41.8015141701526,12.4447385190013 41.8015661722059,12.4451155324814 41.801615174324,12.4453835422438 41.8016261755738))",56682,"45275","45743",0.084090000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1877.387500000000045,"c,h"
"MULTILINESTRING ((12.4443845063889 41.8015141701526,12.4449655248667 41.8018941766864))",56683,"45275","45165",0.064132000000000,57.899999999999999,0,2.000000000000000,1.600000000000000,30.000000000000000,3150.000000000000000,"c,h"
"MULTILINESTRING ((12.4502887347006 41.7999991788101,12.4503127348286 41.8000991799851))",59292,"47681","47386",0.011284000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1877.387500000000045,"c,h"
"MULTILINESTRING ((12.4502887347006 41.7999991788101,12.4505707453088 41.7999661796459))",59293,"47681","47725",0.023722000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1877.387500000000045,"c,h"
"MULTILINESTRING ((12.4481086430824 41.8015291860369,12.448544659959 41.8014151866532,12.450221722765 41.801256192024))",58372,"46871","47031",0.178872000000000,105.000000000000000,0,3.000000000000000,1.600000000000000,30.000000000000000,7500.937500000000000,"c,h"
"MULTILINESTRING ((12.4495036785219 41.803626214444,12.4497306866882 41.8036492156491))",58931,"47340","47466",0.019037000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4495036785219 41.803626214444,12.4496366827824 41.8037092158967))",58932,"47340","47444",0.014393000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4496366827824 41.8037092158967,12.449520676915 41.8039222176947))",58975,"47444","47443",0.025547000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
